1,1,700.99,367.79,51.82,29.78,1,0,1
2,1,699.18,362.17,49.03,28.79,1,0,1
3,1,700.84,356.79,49.54,28.41,1,0,1
4,1,698.00,350.29,50.00,30.05,1,0,1
5,1,701.12,342.09,44.48,30.92,1,0,1
6,1,697.37,335.89,50.83,29.56,1,0,1
7,1,698.44,326.97,49.76,34.48,1,0,1
8,1,694.93,323.41,54.35,31.36,1,0,1
9,1,693.61,316.77,55.43,31.12,1,0,1
10,1,694.88,308.77,52.00,34.00,1,0,1
11,1,693.37,302.97,55.43,32.68,1,0,1
12,1,692.73,297.41,55.18,33.12,1,0,1
13,1,693.17,291.85,54.99,31.80,1,0,1
14,1,692.04,286.25,54.99,31.65,1,0,1
15,1,695.57,279.61,49.03,31.89,1,0,1
16,1,692.49,274.93,51.47,30.29,1,0,1
17,1,692.52,269.81,50.99,29.85,1,0,1
18,1,693.17,264.73,52.30,30.68,1,0,1
19,1,693.36,259.41,48.59,31.12,1,0,1
20,1,691.16,255.61,51.47,28.48,1,0,1
21,1,696.64,249.41,45.61,32.44,1,0,1
22,1,692.73,245.41,52.35,30.44,1,0,1
23,1,692.72,242.24,50.35,30.05,1,0,1
24,1,698.05,237.81,46.55,31.61,1,0,1
25,1,694.52,236.44,52.55,30.29,1,0,1
26,1,692.52,233.11,54.11,32.05,1,0,1
27,1,701.76,231.99,44.64,30.29,1,0,1
28,1,696.28,228.00,51.43,31.61,1,0,1
29,1,695.41,226.19,55.62,32.49,1,0,1
30,1,704.44,224.19,45.91,31.85,1,0,1
31,1,698.49,224.20,52.11,30.73,1,0,1
32,1,697.57,223.76,54.35,30.92,1,0,1
33,1,701.17,225.07,48.11,30.73,1,0,1
34,1,702.69,224.00,48.59,30.92,1,0,1
35,1,696.73,225.75,58.94,30.53,1,0,1
36,1,700.45,226.83,50.83,31.85,1,0,1
37,1,697.61,229.72,58.50,29.65,1,0,1
38,1,698.49,230.64,51.03,33.56,1,0,1
39,1,696.28,234.83,55.43,32.29,1,0,1
40,1,698.68,237.71,57.23,29.85,1,0,1
41,1,696.24,242.15,53.08,31.85,1,0,1
42,1,695.12,245.03,56.44,32.29,1,0,1
43,1,699.03,249.91,54.24,29.50,1,0,1
44,1,694.68,254.83,60.44,32.00,1,0,1
45,1,694.92,257.51,54.68,34.73,1,0,1
46,1,697.80,264.79,50.88,32.29,1,0,1
47,1,694.28,270.35,57.47,31.41,1,0,1
48,1,694.53,273.91,54.11,33.17,1,0,1
49,1,691.80,282.55,56.64,32.73,1,0,1
50,1,690.00,288.34,54.88,30.73,1,0,1
51,1,692.00,293.87,54.68,34.09,1,0,1
52,1,689.36,298.55,56.20,34.29,1,0,1
53,1,690.24,304.31,53.56,33.21,1,0,1
54,1,688.44,309.23,58.00,34.05,1,0,1
55,1,686.05,314.99,57.36,32.53,1,0,1
56,1,687.12,318.99,56.24,34.29,1,0,1
57,1,685.56,322.30,56.68,33.26,1,0,1
58,1,684.92,326.59,57.08,34.92,1,0,1
59,1,683.61,331.03,56.83,33.80,1,0,1
60,1,685.12,336.11,57.76,32.77,1,0,1
61,1,680.29,339.91,55.12,32.53,1,0,1
62,1,678.92,340.35,61.32,36.77,1,0,1
63,1,680.04,345.71,56.64,34.92,1,0,1
64,1,676.73,350.35,60.83,35.17,1,0,1
65,1,676.73,355.22,57.95,33.45,1,0,1
66,1,681.80,358.34,53.08,35.85,1,0,1
67,1,679.61,361.47,55.67,37.41,1,0,1
68,1,677.01,365.66,61.43,36.33,1,0,1
69,1,674.53,369.72,62.35,33.85,1,0,1
70,1,674.49,369.71,59.80,36.33,1,0,1
71,1,678.00,371.03,57.36,38.38,1,0,1
72,1,677.12,372.39,58.44,38.09,1,0,1
73,1,674.24,372.79,62.20,38.38,1,0,1
74,1,676.00,370.00,60.00,42.49,1,0,1
75,1,672.00,373.03,67.27,38.58,1,0,1
76,1,673.12,370.59,59.36,41.02,1,0,1
77,1,676.89,371.04,56.39,39.89,1,0,1
78,1,674.05,369.07,62.11,37.85,1,0,1
79,1,672.24,368.88,62.88,39.85,1,0,1
80,1,674.00,366.00,62.24,38.97,1,0,1
81,1,675.08,367.95,62.48,37.89,1,0,1
82,1,676.63,364.84,60.05,36.77,1,0,1
83,1,673.96,362.88,64.29,37.21,1,0,1
84,1,674.20,362.88,64.00,37.85,1,0,1
85,1,674.83,360.44,63.56,39.41,1,0,1
86,1,674.44,357.56,64.64,40.68,1,0,1
87,1,675.56,356.00,63.71,39.80,1,0,1
88,1,676.00,356.00,64.83,38.68,1,0,1
89,1,676.00,356.00,66.20,40.00,1,0,1
90,1,672.93,353.95,68.35,37.45,1,0,1
91,1,676.64,351.32,64.00,40.24,1,0,1
92,1,676.88,350.00,67.32,37.41,1,0,1
93,1,679.27,347.76,66.00,40.73,1,0,1
94,1,680.64,345.31,63.56,41.17,1,0,1
95,1,676.88,342.44,69.08,42.09,1,0,1
96,1,677.75,343.96,70.59,40.05,1,0,1
97,1,676.00,343.56,73.76,38.97,1,0,1
98,1,675.66,342.63,69.91,42.09,1,0,1
99,1,682.00,344.00,58.00,44.00,1,0,1
100,1,677.85,345.32,68.50,42.68,1,0,1
101,1,682.00,346.00,61.27,43.76,1,0,1
102,1,679.57,349.56,69.03,43.32,1,0,1
103,1,676.72,354.34,69.91,40.09,1,0,1
104,1,676.88,354.88,72.44,43.36,1,0,1
105,1,675.16,359.07,70.39,43.85,1,0,1
106,1,673.96,362.16,74.48,43.89,1,0,1
107,1,672.84,361.96,72.73,47.41,1,0,1
108,1,671.52,364.63,77.61,43.02,1,0,1
109,1,670.00,363.95,74.09,46.77,1,0,1
110,1,672.49,364.44,71.71,45.36,1,0,1
111,1,667.80,366.88,77.32,44.05,1,0,1
112,1,662.88,365.56,82.48,46.00,1,0,1
113,1,666.48,366.00,76.20,47.08,1,0,1
114,1,664.00,365.32,81.36,47.36,1,0,1
115,1,664.04,366.00,79.71,45.61,1,0,1
116,1,660.33,365.56,82.70,45.80,1,0,1
117,1,658.88,362.88,80.64,48.05,1,0,1
118,1,658.68,361.99,78.20,46.29,1,0,1
119,1,656.48,359.56,76.40,46.97,1,0,1
120,1,654.69,354.93,80.83,46.53,1,0,1
121,1,654.24,350.68,79.12,44.82,1,0,1
122,1,655.16,344.33,75.91,46.00,1,0,1
123,1,650.77,337.40,77.67,46.73,1,0,1
124,1,644.97,332.25,85.43,45.65,1,0,1
125,1,645.22,324.68,77.91,49.02,1,0,1
126,1,641.16,317.81,83.27,48.77,1,0,1
127,1,642.48,311.17,77.76,50.05,1,0,1
128,1,634.08,304.53,81.91,48.29,1,0,1
129,1,632.82,297.41,86.30,50.05,1,0,1
130,1,626.09,290.48,88.39,50.09,1,0,1
131,1,630.44,285.41,84.44,49.41,1,0,1
132,1,628.29,275.84,86.44,53.85,1,0,1
133,1,621.01,270.05,87.67,51.85,1,0,1
134,1,622.00,262.53,86.64,50.48,1,0,1
135,1,617.45,254.48,80.39,53.17,1,0,1
136,1,613.46,247.61,87.87,54.73,1,0,1
137,1,613.85,238.52,82.20,56.49,1,0,1
138,1,609.17,234.49,83.91,54.73,1,0,1
139,1,604.09,230.93,84.84,56.48,1,0,1
140,1,606.05,226.00,78.44,58.05,1,0,1
141,1,604.88,222.88,76.77,61.21,1,0,1
142,1,596.49,218.00,80.05,64.44,1,0,1
143,1,589.81,221.47,84.48,62.48,1,0,1
144,1,590.20,218.63,82.29,65.41,1,0,1
145,1,588.63,222.35,76.13,63.85,1,0,1
146,1,584.88,227.22,82.92,61.85,1,0,1
147,1,583.56,229.66,77.70,61.21,1,0,1
148,1,581.75,236.75,79.21,58.53,1,0,1
149,1,581.32,237.71,74.77,63.80,1,0,1
150,1,577.51,244.54,82.73,58.82,1,0,1
151,1,576.44,250.35,75.61,58.58,1,0,1
152,1,569.32,255.28,80.92,56.33,1,0,1
153,1,570.88,257.08,75.61,58.29,1,0,1
154,1,570.04,261.75,75.17,55.41,1,0,1
155,1,564.25,264.20,84.83,53.12,1,0,1
156,1,557.56,267.07,83.36,56.09,1,0,1
157,1,558.69,268.05,87.27,54.92,1,0,1
158,1,552.68,268.69,94.11,57.21,1,0,1
159,1,552.83,271.07,91.80,58.20,1,0,1
160,1,547.99,270.88,92.40,58.92,1,0,1
161,1,549.07,274.44,90.20,59.12,1,0,1
162,1,544.84,281.52,90.59,56.04,1,0,1
163,1,539.81,285.87,88.79,55.40,1,0,1
164,1,538.29,289.28,90.94,57.17,1,0,1
165,1,536.00,288.00,82.00,60.00,1,0,1
166,1,532.00,288.00,88.00,62.00,1,0,1
167,1,520.00,295.56,101.38,59.80,1,0,1
168,1,517.40,297.56,101.53,58.92,1,0,1
169,1,514.09,297.31,97.38,57.65,1,0,1
170,1,514.00,298.00,97.47,56.92,1,0,1
171,1,506.24,295.66,105.76,56.33,1,0,1
172,1,506.48,292.15,101.76,59.26,1,0,1
173,1,505.16,288.93,103.58,58.24,1,0,1
174,1,505.56,286.25,101.87,56.73,1,0,1
175,1,504.92,280.77,107.14,59.52,1,0,1
176,1,502.49,275.31,107.91,60.49,1,0,1
177,1,517.12,270.24,103.09,58.92,1,0,1
178,1,512.24,264.53,109.38,59.12,1,0,1
179,1,518.25,256.53,98.39,60.88,1,0,1
180,1,523.12,249.36,99.67,61.17,1,0,1
181,1,520.48,240.93,108.90,59.41,1,0,1
182,1,520.53,230.73,108.61,62.24,1,0,1
183,1,521.37,223.41,104.35,60.92,1,0,1
184,1,514.04,214.69,103.91,62.53,1,0,1
